Mod:Item:MetaData, Localized Name
extraplanets:candy_blocks:6, Lime Candy Cane
extraplanets:candy_blocks:7, Purple Candy Cane
extraplanets:candy_blocks:8, Brown Candy Cane
extraplanets:candy_blocks:9, Black Candy Cane
extraplanets:candy_blocks_horizontal:0, Red Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:1, Green Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:2, Blue Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:3, Orange Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:4, Magenta Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:5, Pink Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:6, Lime Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:7, Purple Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:8, Brown Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:9, Black Candy Cane (Horizontal)
extraplanets:cake_blocks:0, Cake Block
extraplanets:cake_blocks:1, Red Velvet Cake Block
extraplanets:cake_blocks:2, Chocolate Cake Block
extraplanets:cake_blocks:3, White Icing with Red Dots
extraplanets:cake_blocks:4, White Icing with Green Dots
extraplanets:cake_blocks:5, White Icing with Pink Dots
extraplanets:cake_blocks:6, White Icing with Orange Dots
extraplanets:cake_blocks:7, Cookie Rocks
extraplanets:white_sugar_cane, White Sugar Cane Block
extraplanets:basic_decontamination_unit_fake_block, Basic Decontamination Unit
extraplanets:diamond_grit, Diamond Grit
extraplanets:gold_grit, Gold Grit
extraplanets:coal_grit, Coal Grit
extraplanets:iron_grit, Iron Grit
extraplanets:emerald_grit, Emerald Grit
extraplanets:mercury_stairs_surface, Mercury Surface Stairs
extraplanets:mercury_stairs_sub_surface, Mercury Sub Surface Stairs
extraplanets:mercury_stairs_stone, Mercury Stone Stairs
extraplanets:mercury_stairs_stone_bricks, Mercury Stone Bricks Stairs
extraplanets:ceres_stairs_surface, Ceres Surface Stairs
extraplanets:ceres_stairs_sub_surface, Ceres Sub Surface Stairs
extraplanets:ceres_stairs_stone, Ceres Stone Stairs
extraplanets:ceres_stairs_stone_bricks, Ceres Stone Bricks Stairs
extraplanets:jupiter_stairs_surface, Jupiter Surface Stairs
extraplanets:jupiter_stairs_sub_surface, Jupiter Sub Surface Stairs
extraplanets:jupiter_stairs_stone, Jupiter Stone Stairs
extraplanets:jupiter_stairs_stone_bricks, Jupiter Stone Bricks Stairs
extraplanets:saturn_stairs_surface, Saturn Surface Stairs
extraplanets:saturn_stairs_sub_surface, Saturn Sub Surface Stairs
extraplanets:saturn_stairs_stone, Saturn Stone Stairs
extraplanets:saturn_stairs_stone_bricks, Saturn Stone Bricks Stairs
extraplanets:uranus_stairs_surface, Uranus Surface Stairs
extraplanets:uranus_stairs_sub_surface, Uranus Sub Surface Stairs
extraplanets:uranus_stairs_stone, Uranus Stone Stairs
extraplanets:uranus_stairs_stone_bricks, Uranus Stone Bricks Stairs
extraplanets:neptune_stairs_surface, Neptune Surface Stairs
extraplanets:neptune_stairs_sub_surface, Neptune Sub Surface Stairs
extraplanets:neptune_stairs_stone, Neptune Stone Stairs
extraplanets:neptune_stairs_stone_bricks, Neptune Stone Bricks Stairs
extraplanets:pluto_stairs_surface, Pluto Surface Stairs
extraplanets:pluto_stairs_sub_surface, Pluto Sub Surface Stairs
extraplanets:pluto_stairs_stone, Pluto Stone Stairs
extraplanets:pluto_stairs_stone_bricks, Pluto Stone Bricks Stairs
extraplanets:eris_stairs_surface, Eris Surface Stairs
extraplanets:eris_stairs_sub_surface, Eris Sub Surface Stairs
extraplanets:eris_stairs_stone, Eris Stone Stairs
extraplanets:eris_stairs_stone_bricks, Eris Stone Bricks Stairs
extraplanets:kepler22b_maple_logs:0, Kepler 22b Blue Maple Log
extraplanets:kepler22b_maple_logs:1, Kepler 22b Red Maple Log
extraplanets:kepler22b_maple_logs:2, Kepler 22b Purple Maple Log
extraplanets:kepler22b_maple_logs:3, Kepler 22b Yellow Maple Log
extraplanets:kepler22b_maple_logs2:0, Kepler 22b Green Maple Log
extraplanets:kepler22b_maple_logs2:1, Kepler 22b Brown Maple Log
extraplanets:kepler22b_maple_saplings:0, Kepler 22b Blue Maple Sapling
extraplanets:kepler22b_maple_saplings:1, Kepler 22b Red Maple Sapling
extraplanets:kepler22b_maple_saplings:2, Kepler 22b Purple Maple Sapling
extraplanets:kepler22b_maple_saplings:3, Kepler 22b Yellow Maple Sapling
extraplanets:kepler22b_maple_saplings:4, Kepler 22b Green Maple Sapling
extraplanets:kepler22b_maple_saplings:5, Kepler 22b Brown Maple Sapling
extraplanets:kepler22b_new_maple_leaves:0, Kepler 22b Blue Maple Leaves
extraplanets:kepler22b_new_maple_leaves:1, Kepler 22b Red Maple Leaves
extraplanets:kepler22b_new_maple_leaves:2, Kepler 22b Purple Maple Leaves
extraplanets:kepler22b_new_maple_leaves:3, Kepler 22b Yellow Maple Leaves
extraplanets:kepler22b_new_maple_leaves_2:0, Kepler 22b Green Maple Leaves
extraplanets:kepler22b_new_maple_leaves_2:1, Kepler 22b Brown Maple Leaves
extraplanets:kepler22b_planks:0, Kepler 22b Blue Wooden Planks
extraplanets:kepler22b_planks:1, Kepler 22b Red Wooden Planks
extraplanets:kepler22b_planks:2, Kepler 22b Purple Wooden Planks
extraplanets:kepler22b_planks:3, Kepler 22b Yellow Wooden Planks
extraplanets:kepler22b_planks:4, Kepler 22b Green Wooden Planks
extraplanets:kepler22b_planks:5, Kepler 22b Brown Wooden Planks
extraplanets:advanced_refinery, Advanced Refinery
extraplanets:ultimate_refinery, Ultimate Refinery
extraplanets:solar:0, Hybrid Solar Panel
extraplanets:solar:4, Ultimate Solar Panel
extraplanets:advanced_oxygen_compressor:0, Advanced Oxygen Compressor
extraplanets:advanced_oxygen_compressor:4, Advanced Oxygen Decompressor
extraplanets:ultimate_oxygen_compressor:0, Ultimate Oxygen Compressor
extraplanets:ultimate_oxygen_compressor:4, Ultimate Oxygen Decompressor
extraplanets:basic_decrystallizer, Basic Decrystallizer
extraplanets:basic_crystallizer, Basic Crystallizer
extraplanets:basic_smasher, Basic Block Smasher
extraplanets:basic_chemical_injector, Basic Chemical Injector
extraplanets:basic_solar_evaporation_chamber, Basic Solar Evaporation Chamber
extraplanets:basic_purifier, Basic Purifier
extraplanets:basic_decontamination_unit, Basic Decontamination Unit
extraplanets:advanced_fuel_loader, Advanced Fuel Loader
extraplanets:ultimate_fuel_loader, Ultimate Fuel Loader
extraplanets:basic_densifier, Basic Densifier
extraplanets:vehicle_charger, Vehicle Charger
extraplanets:glowstone, Liquid Glowstone
extraplanets:magma, Liquid Magma
extraplanets:nitrogen, Liquid Nitrogen
extraplanets:frozen_water, Frozen Water
extraplanets:salt, Liquid Crystallized Water
extraplanets:radioactive_water, Radioactive Water
extraplanets:clean_water, Clean Water
extraplanets:infected_water, Infected Water
extraplanets:methane, Liquid Methane
extraplanets:nitrogen_ice, Liquid Nitrogen Ice
extraplanets:liquid_hydrocarbon, Liquid Hydrocarbon
extraplanets:liquid_chocolate, Liquid Chocolate
extraplanets:liquid_caramel, Liquid Caramel
extraplanets:mercury_pickaxe, Mercury Pickaxe
extraplanets:mercury_axe, Mercury Axe
extraplanets:mercury_hoe, Mercury Hoe
extraplanets:mercury_shovel, Mercury Shovel
extraplanets:mercury_sword, Mercury Sword
extraplanets:carbon_pickaxe, Carbon Pickaxe
extraplanets:carbon_axe, Carbon Axe
extraplanets:carbon_hoe, Carbon Hoe
extraplanets:carbon_shovel, Carbon Shovel
extraplanets:carbon_sword, Carbon Sword
extraplanets:uranium_pickaxe, Uranium Pickaxe
extraplanets:uranium_axe, Uranium Axe
extraplanets:uranium_hoe, Uranium Hoe
extraplanets:uranium_shovel, Uranium Shovel
extraplanets:uranium_sword, Uranium Sword
extraplanets:palladium_pickaxe, Palladium Pickaxe
extraplanets:palladium_axe, Palladium Axe
extraplanets:palladium_hoe, Palladium Hoe
extraplanets:palladium_shovel, Palladium Shovel
extraplanets:palladium_sword, Palladium Sword
extraplanets:red_gem_pickaxe, Red Gem Pickaxe
extraplanets:red_gem_axe, Red Gem Axe
extraplanets:red_gem_hoe, Red Gem Hoe
extraplanets:red_gem_shovel, Red Gem Shovel
extraplanets:red_gem_sword, Red Gem Sword
extraplanets:magnesium_pickaxe, Magnesium Pickaxe
extraplanets:magnesium_axe, Magnesium Axe
extraplanets:magnesium_hoe, Magnesium Hoe
extraplanets:magnesium_shovel, Magnesium Shovel
extraplanets:magnesium_sword, Magnesium Sword
extraplanets:crystal_pickaxe, Crystal Pickaxe
extraplanets:crystal_axe, Crystal Axe
extraplanets:crystal_hoe, Crystal Hoe
extraplanets:crystal_shovel, Crystal Shovel
extraplanets:crystal_sword, Crystal Sword
extraplanets:white_gem_pickaxe, White Gem Pickaxe
extraplanets:white_gem_axe, White Gem Axe
extraplanets:white_gem_hoe, White Gem Hoe
extraplanets:white_gem_shovel, White Gem Shovel
extraplanets:white_gem_sword, White Gem Sword
extraplanets:blue_gem_pickaxe, Blue Gem Pickaxe
extraplanets:blue_gem_axe, Blue Gem Axe
extraplanets:blue_gem_hoe, Blue Gem Hoe
extraplanets:blue_gem_shovel, Blue Gem Shovel
extraplanets:blue_gem_sword, Blue Gem Sword
extraplanets:zinc_pickaxe, Zinc Pickaxe
extraplanets:zinc_axe, Zinc Axe
extraplanets:zinc_hoe, Zinc Hoe
extraplanets:zinc_shovel, Zinc Shovel
extraplanets:zinc_sword, Zinc Sword
extraplanets:tungsten_pickaxe, Tungsten Pickaxe
extraplanets:tungsten_axe, Tungsten Axe
extraplanets:tungsten_hoe, Tungsten Hoe
extraplanets:tungsten_shovel, Tungsten Shovel
extraplanets:tungsten_sword, Tungsten Sword
extraplanets:blue_diamond_pickaxe, Blue Diamond Pickaxe
extraplanets:blue_diamond_axe, Blue Diamond Axe
extraplanets:blue_diamond_hoe, Blue Diamond Hoe
extraplanets:blue_diamond_shovel, Blue Diamond Shovel
extraplanets:blue_diamond_sword, Blue Diamond Sword
extraplanets:red_diamond_pickaxe, Red Diamond Pickaxe
extraplanets:red_diamond_axe, Red Diamond Axe
extraplanets:red_diamond_hoe, Red Diamond Hoe
extraplanets:red_diamond_shovel, Red Diamond Shovel
extraplanets:red_diamond_sword, Red Diamond Sword
extraplanets:purple_diamond_pickaxe, Purple Diamond Pickaxe
extraplanets:purple_diamond_axe, Purple Diamond Axe
extraplanets:purple_diamond_hoe, Purple Diamond Hoe
extraplanets:purple_diamond_shovel, Purple Diamond Shovel
extraplanets:purple_diamond_sword, Purple Diamond Sword
extraplanets:yellow_diamond_pickaxe, Yellow Diamond Pickaxe
extraplanets:yellow_diamond_axe, Yellow Diamond Axe
extraplanets:yellow_diamond_hoe, Yellow Diamond Hoe
extraplanets:yellow_diamond_shovel, Yellow Diamond Shovel
extraplanets:yellow_diamond_sword, Yellow Diamond Sword
extraplanets:green_diamond_pickaxe, Green Diamond Pickaxe
extraplanets:green_diamond_axe, Green Diamond Axe
extraplanets:green_diamond_hoe, Green Diamond Hoe
extraplanets:green_diamond_shovel, Green Diamond Shovel
extraplanets:green_diamond_sword, Green Diamond Sword
extraplanets:mercury_helmet, Mercury Helmet
extraplanets:mercury_chest, Mercury Chestplate
extraplanets:mercury_legings, Mercury Leggings
extraplanets:mercury_boots, Mercury Boots
extraplanets:carbon_helmet, Carbon Helmet
extraplanets:carbon_chest, Carbon Chestplate
extraplanets:carbon_legings, Carbon Leggings
extraplanets:carbon_boots, Carbon Boots
extraplanets:uranium_helmet, Uranium Helmet
extraplanets:uranium_chest, Uranium Chestplate
extraplanets:uranium_legings, Uranium Leggings
extraplanets:uranium_boots, Uranium Boots
extraplanets:palladium_helmet, Palladium Helmet
extraplanets:palladium_chest, Palladium Chestplate
extraplanets:palladium_legings, Palladium Leggings
extraplanets:palladium_boots, Palladium Boots
extraplanets:red_gem_helmet, Red Gem Helmet
extraplanets:red_gem_chest, Red Gem Chestplate
extraplanets:red_gem_legings, Red Gem Leggings
extraplanets:red_gem_boots, Red Gem Boots
extraplanets:magnesium_helmet, Magnesium Helmet
extraplanets:magnesium_chest, Magnesium Chestplate
extraplanets:magnesium_legings, Magnesium Leggings
extraplanets:magnesium_boots, Magnesium Boots
extraplanets:crystal_helmet, Crystal Helmet
extraplanets:crystal_chest, Crystal Chestplate
extraplanets:crystal_legings, Crystal Leggings
extraplanets:crystal_boots, Crystal Boots
extraplanets:white_gem_helmet, White Gem Helmet
extraplanets:white_gem_chest, White Gem Chestplate
extraplanets:white_gem_legings, White Gem Leggings
extraplanets:white_gem_boots, White Gem Boots
extraplanets:zinc_helmet, Zinc Helmet
extraplanets:zinc_chest, Zinc Chestplate
extraplanets:zinc_legings, Zinc Leggings
extraplanets:zinc_boots, Zinc Boots
extraplanets:blue_gem_helmet, Blue Gem Helmet
extraplanets:blue_gem_chest, Blue Gem Chestplate
extraplanets:blue_gem_legings, Blue Gem Leggings
extraplanets:blue_gem_boots, Blue Gem Boots
extraplanets:tungsten_helmet, Tungsten Helmet
extraplanets:tungsten_chest, Tungsten Chestplate
extraplanets:tungsten_legings, Tungsten Leggings
extraplanets:tungsten_boots, Tungsten Boots
extraplanets:blue_diamond_helmet, Blue Diamond Helmet
extraplanets:blue_diamond_chest, Blue Diamond Chestplate
extraplanets:blue_diamond_legings, Blue Diamond Leggings
extraplanets:blue_diamond_boots, Blue Diamond Boots
extraplanets:red_diamond_helmet, Red Diamond Helmet
extraplanets:red_diamond_chest, Red Diamond Chestplate
extraplanets:red_diamond_legings, Red Diamond Leggings
extraplanets:red_diamond_boots, Red Diamond Boots
extraplanets:purple_diamond_helmet, Purple Diamond Helmet
extraplanets:purple_diamond_chest, Purple Diamond Chestplate
extraplanets:purple_diamond_legings, Purple Diamond Leggings
extraplanets:purple_diamond_boots, Purple Diamond Boots
extraplanets:yellow_diamond_helmet, Yellow Diamond Helmet
extraplanets:yellow_diamond_chest, Yellow Diamond Chestplate
extraplanets:yellow_diamond_legings, Yellow Diamond Leggings
extraplanets:yellow_diamond_boots, Yellow Diamond Boots
extraplanets:green_diamond_helmet, Green Diamond Helmet
extraplanets:green_diamond_chest, Green Diamond Chestplate
extraplanets:green_diamond_legings, Green Diamond Leggings
extraplanets:green_diamond_boots, Green Diamond Boots
extraplanets:tier1_space_suit_helmet, Tier 1 Space Suit Helmet
extraplanets:tier1_space_suit_chest, Tier 1 Space Suit Chestplate
extraplanets:tier1_space_suit_jetpack_chest, Tier 1 Space Suit Jetpack Chestplate
extraplanets:tier1_space_suit_legings, Tier 1 Space Suit Leggings
extraplanets:tier1_space_suit_boots, Tier 1 Space Suit Boots
extraplanets:tier1_space_suit_gravity_boots, Tier 1 Space Suit Gravity Boots
extraplanets:tier2_space_suit_helmet, Tier 2 Space Suit Helmet
extraplanets:tier2_space_suit_chest, Tier 2 Space Suit Chestplate
extraplanets:tier2_space_suit_jetpack_chest, Tier 2 Space SuitJetpack  Chestplate
extraplanets:tier2_space_suit_legings, Tier 2 Space Suit Leggings
extraplanets:tier2_space_suit_boots, Tier 2 Space Suit Boots
extraplanets:tier2_space_suit_gravity_boots, Tier 2 Space Suit Gravity Boots
extraplanets:tier3_space_suit_helmet, Tier 3 Space Suit Helmet
extraplanets:tier3_space_suit_chest, Tier 3 Space Suit Chestplate
extraplanets:tier3_space_suit_jetpack_chest, Tier 3 Space Suit Jetpack Chestplate
extraplanets:tier3_space_suit_legings, Tier 3 Space Suit Leggings
extraplanets:tier3_space_suit_boots, Tier 3 Space Suit Boots
extraplanets:tier3_space_suit_gravity_boots, Tier 3 Space Suit Gravity Boots
extraplanets:tier4_space_suit_helmet, Tier 4 Space Suit Helmet
extraplanets:tier4_space_suit_chest, Tier 4 Space Suit Chestplate
extraplanets:tier4_space_suit_jetpack_chest, Tier 4 Space Suit Jetpack Chestplate
extraplanets:tier4_space_suit_legings, Tier 4 Space Suit Leggings
extraplanets:tier4_space_suit_boots, Tier 4 Space Suit Boots
extraplanets:tier4_space_suit_gravity_boots, Tier 4 Space Suit Gravity Boots
extraplanets:mercury_battery, Mercury Battery
extraplanets:compressed_mercury:0, Compressed Mercury
extraplanets:ingot_mercury:0, Mercury Ingot
extraplanets:item_tier4_rocket:0, Tier 4 Rocket
extraplanets:item_tier4_rocket:1, Tier 4 Rocket
extraplanets:item_tier4_rocket:2, Tier 4 Rocket
extraplanets:item_tier4_rocket:3, Tier 4 Rocket
extraplanets:item_tier4_rocket:4, Tier 4 Rocket
extraplanets:schematic_tier4:0, NASA Workbench Schematic
extraplanets:nose_cone_tier4:0, Tier 4 Nose Cone
extraplanets:tier4_items:0, Tier 4 Rocket Engine
extraplanets:tier4_items:1, Tier 4 Booster
extraplanets:tier4_items:2, Tier 4 Rocket Fins
extraplanets:tier4_items:3, Heavy-Duty Plate
extraplanets:tier4_items:4, Compressed Carbon
extraplanets:tier4_items:5, Carbon Ingot
extraplanets:tier4_items:6, Diamond Shard
extraplanets:t4key:0, Tier 4 Dungeon Key
extraplanets:ingot_uranium:0, Uranium Ingot
extraplanets:item_tier5_rocket:0, Tier 5 Rocket
extraplanets:item_tier5_rocket:1, Tier 5 Rocket
extraplanets:item_tier5_rocket:2, Tier 5 Rocket
extraplanets:item_tier5_rocket:3, Tier 5 Rocket
extraplanets:item_tier5_rocket:4, Tier 5 Rocket
extraplanets:schematic_tier5:0, NASA Workbench Schematic
extraplanets:nose_cone_tier5:0, Tier 5 Nose Cone
extraplanets:tier5_items:0, Tier 5 Rocket Engine
extraplanets:tier5_items:1, Tier 5 Booster
extraplanets:tier5_items:2, Tier 5 Rocket Fins
extraplanets:tier5_items:3, Heavy-Duty Plate
extraplanets:tier5_items:4, Compressed Palladium
extraplanets:tier5_items:5, Palladium Ingot
extraplanets:tier5_items:6, Compressed Nickel
extraplanets:tier5_items:7, Nickel Ingot
extraplanets:tier5_items:8, Red Gem
extraplanets:tier5_items:9, Ash Powder
extraplanets:tier5_items:10, Ash Shard
extraplanets:tier5_items:11, Volcanic Shard
extraplanets:tier5_items:12, Volcanic Ingot
extraplanets:t5key:0, Tier 5 Dungeon Key
extraplanets:nickel_battery, Nickel Battery
extraplanets:item_tier6_rocket:0, Tier 6 Rocket
extraplanets:item_tier6_rocket:1, Tier 6 Rocket
extraplanets:item_tier6_rocket:2, Tier 6 Rocket
extraplanets:item_tier6_rocket:3, Tier 6 Rocket
extraplanets:item_tier6_rocket:4, Tier 6 Rocket
extraplanets:schematic_tier6:0, NASA Workbench Schematic
extraplanets:nose_cone_tier6:0, Tier 6 Nose Cone
extraplanets:tier6_items:0, Tier 6 Rocket Engine
extraplanets:tier6_items:1, Tier 6 Booster
extraplanets:tier6_items:2, Tier 6 Rocket Fins
extraplanets:tier6_items:3, Heavy-Duty Plate
extraplanets:tier6_items:4, Compressed Magnesium
extraplanets:tier6_items:5, Magnesium Ingot
extraplanets:t6key:0, Tier 6 Dungeon Key
extraplanets:item_tier7_rocket:0, Tier 7 Rocket
extraplanets:item_tier7_rocket:1, Tier 7 Rocket
extraplanets:item_tier7_rocket:2, Tier 7 Rocket
extraplanets:item_tier7_rocket:3, Tier 7 Rocket
extraplanets:item_tier7_rocket:4, Tier 7 Rocket
extraplanets:schematic_tier7:0, NASA Workbench Schematic
extraplanets:nose_cone_tier7:0, Tier 7 Nose Cone
extraplanets:tier7_items:0, Tier 7 Rocket Engine
extraplanets:tier7_items:1, Tier 7 Booster
extraplanets:tier7_items:2, Tier 7 Rocket Fins
extraplanets:tier7_items:3, Heavy-Duty Plate
